can_smiles,IC50_nM
CC(=O)NCC12CC(Nc3cc(-c4ccc5cc(C#N)cnn45)ncc3C(=O)NC[C@@H](F)C(C)(C)O)(C1)C2,1.0
CC(=O)NCC1CCCN1c1ccc(Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,2.0
CC(=O)NCC1CN(c2ccc(Nc3cc(-c4ccc5cc(C#N)cnn45)ncc3C(=O)NC[C@@H](F)C(C)(C)O)cn2)CCO1,2.0
CC(=O)NCCCCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC(C)C,5.3
CC(=O)NCCCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC(C)C,8.4
CC(=O)NCCCNc1nc(-c2cccc(-c3cnn(C)c3)c2)ncc1-c1cnn(C)c1,550.0
CC(=O)NCCCNc1nc(Nc2cc(C)ns2)nc2ccn(-c3cnn(C)c3)c12,550.0
CC(=O)NCCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CCCC1,7.5
CC(=O)NCCNc1nc(-c2cccc(-c3cnn(C)c3)c2)ncc1-c1ccn(C)n1,3000.0
CC(=O)NCCNc1nc(-c2cccc(-c3cnn(C)c3)c2)ncc1-c1cnn(C)c1,550.0
CC(=O)NCCNc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1,8200.0
CC(=O)NCCNc1nc(Nc2cc(C)ns2)nc2ccn(-c3cnn(C)c3)c12,550.0
CC(=O)NC[C@@H]1CCCN1C(=O)c1nnc(-c2cnc(-c3ccc4cc(C#N)cnn34)cc2NC(C)C)s1,1380.0
CC(=O)NC[C@H]1CCCN1C(=O)c1nnc(-c2cnc(-c3ccc4cc(C#N)cnn34)cc2NC(C)C)s1,1500.0
CC(=O)NC[C@H]1C[C@@H](Nc2nc(-c3cccc(-c4cnn(C)c4)c3)ncc2-c2cnn(C)c2)C1,550.0
CC(=O)NC[C@H]1C[C@@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C1,240.0
CC(=O)NC[C@H]1C[C@H](Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,1.0
CC(=O)NC[C@H]1C[C@H](Nc2nc(-c3cccc(-c4cnn(C)c4)c3)ncc2-c2cnn(C)c2)C1,550.0
CC(=O)NC[C@H]1C[C@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C1,330.0
CC(=O)NCc1cc(-c2cccc(C(C)N)n2)cc2c1cnn2-c1cccc(C)n1,550.0
CC(=O)NCc1cc(-c2cccc(C(C)N)n2)cc2nn(-c3cccc(C)n3)cc12,5500.0
CC(=O)NCc1cccc(-c2ccc3cnn(-c4cccc(C)n4)c3c2)n1,5500.0
CC(=O)NCc1cccc(Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)c1,1.0
CC(=O)NN1CCC(NC(=O)c2cnc(Nc3ccc(C#N)cn3)cc2NC(C)C)CC1,7.4
CC(=O)N[C@@H](C)CCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC(C)C,14.0
CC(=O)N[C@@H]1CCCN(C(=O)c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C1,1750.0
CC(=O)N[C@@H]1CCCN(c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C1,1020.0
CC(=O)N[C@@H]1CCC[C@@H]1CNc1nc(-c2cccc(-c3cnn(C)c3)c2)ncc1-c1cnn(C)c1,550.0
CC(=O)N[C@@H]1CCC[C@H](Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,1.0
CC(=O)N[C@@H]1CCN(C(=O)c2cnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C1,3090.0
CC(=O)N[C@@H]1CCN(c2nc(-c3cccc(-c4cnn(C)c4)c3)ncc2-c2cnn(C)c2)C1,3000.0
CC(=O)N[C@@H]1CCN(c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C1,1800.0
CC(=O)N[C@@H]1CCN(c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)CC1(F)F,650.0
CC(=O)N[C@@H]1CCN(c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C[C@@H]1F,1170.0
CC(=O)N[C@@H]1CCN(c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C[C@@H]1O,290.0
CC(=O)N[C@@H]1CCN(c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C[C@H]1O,300.0
CC(=O)N[C@@H]1CCN(c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC3COC3)s2)CC1(F)F,500.0
CC(=O)N[C@@H]1CCN(c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3N[C@H](C)C#N)s2)CC1(F)F,1030.0
CC(=O)N[C@@H]1CC[C@@H](Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,3.0
CC(=O)N[C@@H]1CC[C@@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)OC1,660.0
CC(=O)N[C@@H]1CC[C@H](Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,2.0
CC(=O)N[C@@H]1CC[C@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C1,930.0
CC(=O)N[C@@H]1CN(c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)CC12CC2,990.0
CC(=O)N[C@@H]1C[C@@H]2CC[C@H]1N2c1nnc(-c2cnc(-c3ccc4cc(C#N)cnn34)cc2NC(C)C)s1,500.0
CC(=O)N[C@@H]1C[C@H]2CC[C@@H](C1)N2c1nnc(-c2cnc(-c3ccc4cc(C#N)cnn34)cc2NC(C)C)s1,490.0
CC(=O)N[C@@H]1C[C@H]2COC[C@@H](C1)N2c1nnc(-c2cnc(-c3ccc4cc(C#N)cnn34)cc2NC(C)C)s1,890.0
CC(=O)N[C@@H]1C[C@H]2C[C@@H]1CN2c1nnc(-c2cnc(-c3ccc4cc(C#N)cnn34)cc2NC(C)C)s1,610.0
CC(=O)N[C@@H]1[C@@H]2CCC[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s1)C2,660.0
CC(=O)N[C@@H]1[C@@H]2CC[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s1)C2,800.0
CC(=O)N[C@@H]1[C@@H]2CC[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC3(C)CCOCC3)s1)C2,1100.0
CC(=O)N[C@@H]1[C@@H]2CC[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC3(C)COC3)s1)C2,630.0
CC(=O)N[C@@H]1[C@@H]2CC[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC3CCOCC3)s1)C2,460.0
CC(=O)N[C@@H]1[C@@H]2CC[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC3COC3)s1)C2,540.0
CC(=O)N[C@@H]1[C@@H]2CC[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3N[C@H](C)C#N)s1)C2,350.0
CC(=O)N[C@@H]1[C@@H]2CC[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cnc(N[C@@H]6CCCC[C@@H]6N)nn45)cc3N[C@H](C)C#N)s1)C2,1010.0
CC(=O)N[C@@H]1[C@@H]2CC[C@H]1N(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s1)C2,850.0
CC(=O)N[C@@H]1[C@@H]2CN(c3nnc(-c4cnc(-c5ccc6cc(C#N)cnn56)cc4NC(C)C)s3)C[C@@H]21,110.0
CC(=O)N[C@@H]1[C@@H]2C[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s1)C2,1520.0
CC(=O)N[C@@H]1[C@@H]2C[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC3(C)COC3)s1)C2,570.0
CC(=O)N[C@@H]1[C@@H]2C[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC3COC3)s1)C2,370.0
CC(=O)N[C@@H]1[C@@H]2C[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3N[C@H](C)C#N)s1)C2,490.0
CC(=O)N[C@H](C)CCNC(=O)c1cnc(-c2cnn3cc(Cl)cnc23)cc1NC(C)C,5.0
CC(=O)N[C@H](C)CCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC(C)C,3.7
CC(=O)N[C@H](C)CCNC(=O)c1cnc(Nc2ncc(C#N)cc2Cl)cc1NC(C)C,1.5
CC(=O)N[C@H](C)CCNC(=O)c1cnc(Nc2ncc(C#N)cc2Cl)cc1NC(C)C.CC(C)Nc1cc(Cl)ncc1C(=O)NCC[C@@H](C)NC(=O)OC(C)(C)C,1.5
CC(=O)N[C@H](C)CCNC(=O)c1cnc(Nc2ncc(C#N)cc2F)cc1NC(C)C,3.1
CC(=O)N[C@H]1CCCN(C(=O)c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C1,1910.0
CC(=O)N[C@H]1CCCN(c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C1,520.0
CC(=O)N[C@H]1CCN(c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C1,1210.0
CC(=O)N[C@H]1CCN(c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)CC1(F)F,930.0
CC(=O)N[C@H]1CCN(c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C[C@@H]1O,280.0
CC(=O)N[C@H]1CCN(c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C[C@H]1O,380.0
CC(=O)N[C@H]1CCN(c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3N[C@H](C)C#N)s2)CC1(F)F,580.0
CC(=O)N[C@H]1CC[C@@H](NC(=O)c2cnc(Nc3ccc4ncsc4c3)cc2NC(C)C)CC1,3.5
CC(=O)N[C@H]1CC[C@@H](Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,2.0
CC(=O)N[C@H]1CC[C@@H](Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)CC1,3.0
CC(=O)N[C@H]1CC[C@@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)CC1,640.0
CC(=O)N[C@H]1CC[C@@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)OC1,470.0
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-c3cnc4cc(C#N)cnn34)cc2NC(C)C)CC1,16.0
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-c3cnc4cc(Cl)cnn34)cc2NC(C)C)CC1,18.0
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-c3cnn4cc(C#N)cnc34)cc2NC(C)C)CC1,15.0
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-c3cnn4cc(Cl)cnc34)cc2NC(C)C)CC1,10.0
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC2CC2)CC1,1.9
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC2CCOCC2)CC1,7.1
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cncnc43)cc2NC(C)C)CC1,9.3
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cncnc43)cc2NC2CCOCC2)CC1,4.9
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(C#N)c(N)nc43)cc2NC(C)C)CC1,3.8
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)CC1,3.5
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(Nc3ccc(C#N)cn3)cc2NC(C)C)CC1,7.4
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(Nc3ccc(C#N)cn3)cc2NC2CCC2)CC1,14.2
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(Nc3ccc(C#N)cn3)cc2NC2CCOCC2F)CC1,11.1
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(Nc3ccc4ncsc4c3)cc2NC(C)C)CC1,2.2
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(Nc3ccc4ncsc4c3)cc2N[C@H]2CCOC[C@@H]2F)CC1,4.2
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(Nc3ccc4ncsc4n3)cc2NC2CCOCC2)CC1,1.8
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(Nc3nc4ccnn4cc3F)cc2NC(C)C)CC1,17.0
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(Nc3nc4ccnn4cc3F)cc2NC2CCOCC2)CC1,9.4
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(Nc3ncc(C#N)cc3Cl)cc2NC(C)C)CC1,5.2
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(Nc3ncc(C#N)cc3Cl)cc2NC2CC2)CC1,7.2
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(Nc3ncc(C#N)cc3Cl)cc2NC2CCOCC2)CC1,7.8
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(Nc3ncc(C#N)cc3F)cc2NC(C)C)CC1,4.8
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(Nc3ncc(C#N)cc3F)cc2NC2CC2)CC1,7.3
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(Nc3ncncc3Cl)cc2NC(C)C)CC1,16.8
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc3sc(-c4cncs4)cc3c2NC(C)C)CC1,3.7
CC(=O)N[C@H]1CC[C@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C1,800.0
CC(=O)N[C@H]1CC[C@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC3(C)CCOCC3)s2)CC1,610.0
CC(=O)N[C@H]1CC[C@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC34CCC(O)(CC3)CC4)s2)CC1,1390.0
CC(=O)N[C@H]1CC[C@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC3CCOCC3)s2)CC1,630.0
CC(=O)N[C@H]1CC[C@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3N[C@H](C)C#N)s2)CC1,590.0
CC(=O)N[C@H]1CC[C@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3N[C@H]3CCC[C@@H](O)C3)s2)CC1,550.0
CC(=O)N[C@H]1CC[C@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3N[C@H]3CC[C@@H](O)CC3)s2)CC1,930.0
CC(=O)N[C@H]1CC[C@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3N[C@H]3CC[C@H](c4nnc(C(F)F)o4)CC3)s2)CC1,1.0
CC(=O)N[C@H]1CC[C@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3N[C@H]3C[C@@](C)(O)C3)s2)CC1,550.0
CC(=O)N[C@H]1CC[C@H](c2nnc(-c3cnc(-c4ccc5cnc(N[C@@H]6CCCC[C@@H]6N)nn45)cc3NC(C)C)s2)CC1,920.0
CC(=O)N[C@H]1CN(c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)CC12CC2,620.0
CC(=O)N[C@H]1C[C@@H](Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,3.0
CC(=O)N[C@H]1C[C@@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C1,400.0
CC(=O)N[C@H]1C[C@@H]2C[C@H]1CN2c1nnc(-c2cnc(-c3ccc4cc(C#N)cnn34)cc2NC(C)C)s1,540.0
CC(=O)N[C@H]1C[C@H](NC(=O)c2cnc(-c3ccc4cc(C#N)cnn34)cc2NC(C)C)C1,3.0
CC(=O)N[C@H]1C[C@H](Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,1.0
CC(=O)N[C@H]1C[C@H](Nc2nc(-c3cccc(-c4cnn(C)c4)c3)ncc2-c2cnn(C)c2)C1,550.0
CC(=O)N[C@H]1C[C@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s2)C1,70.0
CC(=O)N[C@H]1C[C@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC3CCOCC3)s2)C1,1170.0
CC(=O)N[C@H]1C[C@H](c2nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC3COC3)s2)C1,1230.0
CC(=O)N[C@H]1C[C@H]2CC[C@@H](C1)N2c1nnc(-c2cnc(-c3ccc4cc(C#N)cnn34)cc2NC(C)C)s1,540.0
CC(=O)N[C@H]1[C@@H]2CCC[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s1)C2,1150.0
CC(=O)N[C@H]1[C@@H]2CC[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s1)C2,890.0
CC(=O)N[C@H]1[C@@H]2CN(c3nnc(-c4cnc(-c5ccc6cc(C#N)cnn56)cc4NC(C)C)s3)C[C@@H]21,150.0
CC(=O)N[C@H]1[C@@H]2COC[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s1)C2,530.0
CC(=O)N[C@H]1[C@@H]2C[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s1)C2,1130.0
CC(=O)N[C@]1(C)[C@@H]2CC[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3NC(C)C)s1)C2,1520.0
CC(=O)N[C@]1(C)[C@@H]2CC[C@H]1CN(c1nnc(-c3cnc(-c4ccc5cc(C#N)cnn45)cc3N[C@H](C)C#N)s1)C2,1030.0
CC(=O)Nc1cc(-c2cccc(C(C)N)n2)cc2c1cnn2-c1cccc(C)n1,550.0
CC(=O)Nc1ccc(-c2cccc(C(=O)Nc3ccc4nn(CC(=O)N5CCN(C)CC5)cc4c3)n2)cn1,532.0
CC(=O)Nc1ccc(CCNC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)cc1,1.6
CC(=O)Nc1cccc(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)c1,1.8
CC(=O)Nc1cn2cc(-c3cnc(N)c(OC(C)C(F)(F)F)n3)ccc2n1,430.0
CC(=O)Nc1cnc2c(ccn2-c2cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn2)c1,23.2
CC(=O)Nc1cncc(-c2ccc3cnn(-c4cccc(C)n4)c3c2)c1,550.0
CC(=O)Nc1cncc(NC(=O)c2cnc(-c3ccc4cc(C#N)cnn34)cc2NC(C)C)c1,19.0
CC(=O)Nc1nc(NC(=O)c2cnc(-c3ccc4cc(C#N)cnn34)cc2NC(C)C)cs1,12.0
CC(=O)Nc1nc(Nc2cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn2)ncc1C#N,6.1
CC(=O)Nc1nnc(-c2cnc(-c3ccc4cc(C#N)cnn34)cc2NC(C)C)s1,1.0
CC(=O)O.Cn1cc(NC(=O)c2ccc3ccc(N[C@@H]4CCCC(F)(F)[C@@H]4N)nn23)c(Cl)n1,138.0
CC(=O)O.N[C@@H]1[C@H](Nc2ccc3ccc(C(=O)Nc4cscc4Cl)n3n2)CCCC1(F)F,2173.0
CC(=O)OC(C)(C)C(=O)NCCNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC(C)C,6.7
CC(=O)OC12CCC(Nc3cc(-c4ccc5cc(C#N)cnn45)ncc3C(=O)NC[C@@H](F)C(C)(C)O)(CC1)CC2,1.0
CC(=O)OC12CCC(Nc3cc(-c4ccc5cc(C#N)cnn45)ncc3C(=O)NC[C@@H](F)C(C)(C)OC(C)=O)(CC1)CC2,5.0
CC(=O)OC1CCCC(Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,2.0
CC(=O)c1cccc(-c2cc(Cl)c3cnn(-c4cccc(C)n4)c3c2)n1,5500.0
CC(=O)c1cccc(-c2cc(F)c3cnn(-c4cccc(C(F)(F)F)n4)c3c2)n1,5500.0
CC(=O)c1cccc(-c2cc(N(C)C(=O)OC(C)(C)C)c3cnn(-c4cccc(C)n4)c3c2)n1,5500.0
CC(=O)c1cccc(-c2cc(N(C)C)c3cnn(-c4cccc(C)n4)c3c2)n1,5500.0
CC(=O)c1cccc(-c2ccc3cnn(-c4ccccn4)c3c2)n1,5500.0
CC(=O)c1cccc(-n2ncc3ccc(Br)cc32)n1,550.0
CC(C(=O)N1CCN(C(=O)c2ccccc2)CC1)n1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)ccc2n1,1672.0
CC(C)(C#N)c1ccc(Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,1.0
CC(C)(C#N)n1cc(-c2cccc(C(=O)Nc3cn(C4CN(C5CCN(C(=O)CO)CC5)C4)nc3C(F)F)n2)cn1,0.97
CC(C)(C)C(=O)N1CCN(C(=O)Cn2cc3cc(NC(=O)c4cccc(C(F)(F)F)n4)ccc3n2)CC1,348.0
CC(C)(C)C(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C#N)cc34)CC2)CC1,8.0
CC(C)(C)C(=O)N[C@H]1CC[C@H](Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)CC1,3.0
CC(C)(C)C(=O)Oc1ccc2c(c1)nc(NC(=O)c1cccc([N+](=O)[O-])c1)n2-c1ccc(CCCO)cc1,150.0
CC(C)(C)CCNC(=O)c1cnc(-c2cnc3cc(Cl)cnn23)cc1NC1COC1,10.0
CC(C)(C)CNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,5.8
CC(C)(C)CNc1cc(Nc2ccc3nccn3n2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,3.1
CC(C)(C)CNc1cc(Nc2ccc3nccnc3c2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,13.0
CC(C)(C)CNc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,5.1
CC(C)(C)COc1cc2nn(CC(=O)N3CCOCC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,18.0
CC(C)(C)Cn1cc(Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,2.2
CC(C)(C)NC(=O)c1cnc(-c2ccc3cc(C#N)cnn23)cc1NC12CCC(O)(CC1)CC2,9.0
CC(C)(C)NC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1,17.0
CC(C)(C)Nc1cc(-c2cnc3cc(C#N)cnn23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,2.0
CC(C)(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,2.0
CC(C)(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.0
CC(C)(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.7
CC(C)(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,12.0
CC(C)(C)Nc1cc(Nc2ccn3nccc3c2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,7.0
CC(C)(C)OC(=O)N1CC(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,10.3
CC(C)(C)OC(=O)N1CC2(CC(C(=O)Nc3nc4ccc(-c5cnc(CO[C@H]6CCC[C@@H]6O)nc5)cc4s3)C2)C1,6.39
CC(C)(C)OC(=O)N1CC2(CC(Nc3cc(-c4ccc5cc(C#N)cnn45)ncc3C(=O)NC[C@@H](F)C(C)(C)O)C2)C1,32.0
CC(C)(C)OC(=O)N1CC2(CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)C1,27.0
CC(C)(C)OC(=O)N1CCC(Oc2ncc(Cl)c(N)n2)CC1.CC(C)Nc1cc(Nc2nc(OC3CCNCC3)ncc2Cl)ncc1C(=O)NC[C@@H](F)C(C)(C)O,19.9
CC(C)(C)OC(=O)N1CCC(n2cc(NC(=O)c3cnn4cccnc34)c(C(N)=O)n2)CC1,670.0
CC(C)(C)OC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C#N)cc34)CC2)CC1,6.0
CC(C)(C)OC(=O)NC12CCC(Nc3cc(-c4ccc5cc(C#N)cnn45)ncc3C(=O)NC[C@@H](F)C(C)(C)O)(CC1)CC2,4.0
CC(C)(C)OC(=O)NC12CCC(c3nnc(-c4cnc(-c5ccc6cc(C#N)cnn56)cc4NC4CCOCC4)s3)(CC1)CC2,700.0
CC(C)(C)OC(=O)NCC12CC(Nc3cc(-c4ccc5cc(C#N)cnn45)ncc3C(=O)NC[C@@H](F)C(C)(C)O)(C1)C2,2.0
CC(C)(C)OC(=O)NC[C@H]1C[C@H](Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,2.0
CC(C)(C)OC(=O)N[C@H]1CC[C@@H](OS(C)(=O)=O)CC1.CS[C@H]1CC[C@H](NC(=O)c2cnc(Nc3ncc(C#N)cc3F)cc2NC(C)C)CC1,12.5
CC(C)(C)OC(=O)N[C@H]1CC[C@H](Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)CC1,1.0
CC(C)(C)OC1CC(C(=O)Nc2cc3cc(-c4cnc(CO[C@H]5CCC[C@@H]5O)nc4)ccn3n2)C1,1.75
